Metareview,Summary
"The paper considers the stochastic proximal point algorithm, the main contribution is a convergence proof (in addition to arguing that it is a practical algorithm for ERM problems).  However, reviewer EvJ6 and xJB8 pointed out a fatal flaw in Lemma 1 that affects all the downstream results, and the other two reviewers and myself agree that this invalidates the core results. Reviewer EvJ6 gives extensive examples of how the lemma cannot be simply fixed. So while this is an interesting stochastic extension of the famous deterministic method and may warrant further study, this paper doesn't yet provide a rigorous convergence proof.","The paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."" The paper considers the stochastic proximal point algorithm, the main contribution is a convergence proof (in addition to argument that it is practical for ERM problems). However, reviewers agree that this invalidates the core results."
"This is a borderline paper -- while the underlying idea is good and relevcant, the authors don't do a very good job of selling it; their experiments are performed on a very specific task with limited clinical relevance. The reviewers had a number of questions regarding experimental setup, which were largely answered in the rebuttal.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers had a number of questions regarding experimental setup, which were largely answered in the rebuttal."
"There was some discussion on this paper, both with the authors and between reviewers. On the one hand, there is a general agreement that the empirical results suggesting that spectral clustering-based method can be competitive with SOTA methods on node classification benchmark is an interesting result. One the other hand, reviewers did not find a significantly novel contribution in the methodology proposed, and found that the empirical evaluation lacks depth and details to be really informative (eg, to understand why some methods work or not on some benchmarks). There is therefore a consensus that the paper is not ready for ICLR in its current form, but we hope that the reviews and discussion will help the authors prepare a revised version in the future.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers also found that the empirical results suggest that spectral clustering-based method can be competitive with SOTA methods on node classification benchmark is an interesting result, and the empirical evaluation lacks depth and details to be really informative (eg, to understand why some methods work on some benchmarks)."
"This paper proposes a self-exciting temporal point process model with a non-stationary triggering kernel to model complex dependencies in temporal and spatio-temporal event data. The kernel is represented by its finite rank decomposition and a set of neural basis functions (feature functions). The proposed model has superior performance in comparison to other state-of-the-arts methods. All the reviewers recognized that the model is interesting and advances the state of the art in a meaningful way. While they were some concerns regarding the experimental evaluation, particularly in terms of real data, and the presentation, the rebuttal/revision by the authors cleared up these concerns.","This paper proposes a self-exciting temporal point process model with a non-stationary triggering kernel to model complex dependencies in temporal and spatio-temporal event data. The kernel is represented by its finite rank decomposition and a set of neural basis functions (feature functions). The proposed model has superior performance in comparison to other state-of-the-arts methods. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"This paper proposes a potentially very interesting and original approach to handle label noise.  The numerical experiments suggest that the method works very well. But the paper  itself has been deemed very hard and demanding to read and understand for a general machine learning crowd and even by experts in the fields of optimal transport and  Markov theory. 

Note that due to the low confidence in several review an additional emergency review by an expert was asked and it confirmed the global opinion from  other reviewers that the paper is interesting but needs a major rewriting before acceptance in a ML conference. The AC strongly suggest that the authors work on a more pedagogical introduction and explanation of the method before resubmitting.  ","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The paper has been deemed very hard and demanding to read and understand for a general machine learning crowd and even by experts in the fields of optimal transport and Markov theory. The AC strongly suggest that the authors work on a more pedagogical introduction and explanation before resubmitting."
"The reviewers raised a number of concerns including the appropriateness of the chosen application and the terms in which social dilemmas have been discussed, the lack of explanations and discussions, missing references, and the extent of the evaluation studies. The authors’ rebuttal addressed some of the reviewers’ concerns but not fully. Overall, I believe that the work is interesting and may be useful to the community (though to a small extent., in my opinion). However, the paper would benefit from additional explanations, experiments and discussions pointed in quite some detail by the reviewers. AS is, the paper is below the acceptance threshold for presentation at ICLR.","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."" The reviewers raised a number of concerns including the appropriateness of the chosen application and the terms in which social dilemmas have been discussed, the lack of explanations and discussions, missing references, and the extent of the evaluation studies."
"This paper extends the idea of hindsight experience replay (HER) to learn Q functions with relative goals by constructing a distribution over relative goals sampled from a replay buffer using a clustering algorithm. This approach is evaluated on three multi-goal RL environments and is shown to learn faster than baselines.

${\bf Pros}$:
1. Faster convergence as compared to baselines
2. Interesting use of clustering in the context of HER but this choice is made without strong justifications or formal arguments

${\bf Cons}$:
1. Some of the key choices made in this paper are not justified or explained property, e.g. - the goal sampling strategy, choices made in the clustering algorithm and associated heuristics, implicit assumptions (e.g. R1 raised the question of using L2 distance in measuring metrics between two states) 
2. There are several choices made without sufficient formal arguments, verification or guarantees. 

The paper studies an interesting problem but could be made stronger by incorporating feedback received during the discussion period. ","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"Equilibrium propagation is a biologically plausible form of backpropagation based learning where the true gradient of an energy based model is computed for infinitesimal perturbations. In this innovative work, authors extend EP using complex analysis that links contour integrals for finite perturbations with the oscillatory dynamics in time. This not only allows better gradient estimates, but also applications to related theories of learning in neuroscience as well as neuromorphic engineering. It represents a significant advance that opens new doors.
","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"Executive summary:

The authors study the repeated allocation of an identical good over T rounds to n strategic buyers in a ""no monetary transfers"" setting. The buyers have i.i.d. valuations drawn from an unknown distribution, and the algorithm must work with reported valuations. The goal is to maximize social welfare (= sum of valuations) under the constraint that each buyer receives a pre-specified fraction of the total number of goods. 

The main result is an algorithm for this problem that ensures two things: 

(a) approximate Bayesian incentive compatibility (approx-BIC) (Definition 2 and Theorem 1) and 

(b) low individual regret (Definition 3 and Theorem 2). 

The key idea of the algorithm (is to exploit the iid-ness of the problem) and detect misreports from the underlying CDF using Dvoretzky-Kiefer-Wolfowitz type bounds.

Discussion and recommendation:

After some initial set back on the problem motivation, the reviewers bought into the motivation for studying this online allocation problem ""without monetary transfers"" (adding examples such as the foodbank example might be good).  

There was some discussion around ""assuming iid valuations"" limiting the generality of the result, but there is in fact a history of papers that studies learning with strategic agents under this assumption (eg Kanoria and Nazerzadeh 2021).

The main difference of the current work is that it's working in a setting without money.

The idea behind the algorithm is maybe ""the obvious think to do"" - but of course it still requires some work to formally prove that it actually works. 

I think one thing that could strengthen the paper would be to add some discussion around the tightness/non-tightness of the approximate BIC and individual regret bounds.

Weak accept.","The paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The main idea of the algorithm is to exploit the iid-ness of the problem and detect misreports from the underlying CDF using Dvoretzky-Kiefer-Wolfowitz type bounds."
"This paper presents a knowledge distillation method for face recognition, by inheriting the teacher’s classifier as the student’s classifier and optimizing the student model with advanced loss functions. It received comments from three reviewers: 1 rated “Ok but not good enough - rejection”, 1 rated “Marginally below” and 1 rated “Marginally above”. The reviewers appreciate the simple yet clear methodology illustration and the well written paper. However, a number of major concerns are raised by the reviewers, including limited novelty, lack of comparison with more advanced knowledge distillation methods and their special case in face recognition. During the rebuttal, the authors made efforts to response to all reviewers’ comments. However, the rating were not changed. The ACs concur these major concerns and more comprehensive comparisons with the state of the art KD methods are necessary to better illustrate the contribution of this work. Therefore, this paper can not be accepted at its current state.
","This paper presents a knowledge distillation method for face recognition, by inheriting the teacher’s classifier as the student’s classesifier and optimizing the student model with advanced loss functions. The reviewers appreciate the simple yet clear methodology illustration and the well written paper. However, a number of major concerns are raised by the reviewers, including limited novelty, lack of comparison with more advanced knowledge distillations methods and their special case in face recognition. The ACs agree that this paper is not accepted at its current state."
"The paper receives unanimously positive reviews from four knowledgeable experts. They all agree that, though the saliency detection method NormGrad is not invented by the authors, its use in the context of medical image analysis shows promising results, which is clearly demonstrated by the authors. They also express some concerns, which are largely addressed by the authors in the discussions. I, therefore, recommend the acceptance of this paper.","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers expressed some concerns about generalization, although some concerns were raised regarding generalization of the approach to different datasets were noted."
"This paper proposes a contribution aiming at understanding the cause of errors in few-shot learning. The motivation is interesting but the reviewers pointed out many aspects that require more precisions and polishing in addition to the fact that the upper bound provided it rather loose. The rebuttal provided addresses some concerns, but there are still some remarks that require some clarifications en work.
Hence, I propose rejection.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The rebuttal provided addresses some concerns, but there are still some remarks that require clarifications en work."
"This paper proposes a new reverse-engineering method for trojan attack detection. The idea is to focus on feature representation space so that the detection is more robust to dynamic / input-dependent attacks and other feature-based attacks. The reviewers consider the idea generally novel and effective, and the experiments thorough. Some reviewers hope to see more visual analysis that can provide better insights into the effectiveness of the method. ","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers consider the paper generally novel and effective, and the experiments thorough."
"There was a fair amount of discussion about the paper.  Several reviewers felt that the paper would have been stronger if it tried to do less but better.  The reviews describe in detail what the reviewers would have found compelling, but the key suggestion is to remove the complexity that is not essential for the approach to provide consistent improvements.  Doing this requires a better understanding of the algorithm's behavior and a valid ablation study, a new concern raised during the discussion with the authors. 

The reviewers felt that the proposed approach is potentially interesting and would like to see this paper done well.","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers felt that the paper would have been stronger if it tried to do less but better. The reviews describe in detail what the reviewers would have found compelling, but the key suggestion is to remove the complexity that is not essential for the approach to provide consistent improvements."
"The submission introduces the sparse hierarchical table ensemble (S-HTE), based on oblivious decision trees for tabular data. The reviewers acknowledged the clarity of the presentation and the importance of the computational complexity analysis. However, they also raised concerns regarding the novelty of the proposed method and the significance of the results compared to competing methods (e.g., CatBoost). Given the consensus that the submission is not ready for publication at ICLR, I recommend rejection at this point.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers also raised concerns about the novelty of the proposed method and the significance of the results compared to competing methods."
"This paper set out to show that increasing task diversity during meta-training process does not boost performance. The reviewers mostly  agreed (only reviewer wVFn dissented) that the empirical set up of the paper was convincing, but they also felt it over-emphasized empirics over a deeper understanding of the phenomena observed. In turn, this resulted in discussions around how the experiments and the explanations didn't fully prove that increasing task diversity does not help. Overall, the discussion and the additional analysis tools provided by the authors (such as the diversity metric) will greatly improve the paper.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers generally agreed that the empirical set up of the paper was convincing, but they also felt it over-emphasized empirics over a deeper understanding of the phenomena observed."
"The paper adopts CVAE to generate OOD samples for training an outliner detector. It consists of two phases that train an OOD detector by leveraging the generated OOD data and shows it outperform other methods. According to reviewers’ discussion, there is a concern from the discussion: why CVAE works but other variants or cGAN doesn’t. The paper needs more motivation or evidence or ablations to support the generality of the work.","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"The article introduces a Bayesian approach for online learning in non-stationary environments. The approach, which bears similarities with weighted likelihood estimation methods, associate a binary weight to each past observation, indicating if this observation should be including or not to compute the posterior. The weights are estimated via maximum a posteriori. 

The paper is well written, the approach is novel and its usefulness demonstrated on a number of different experiments. The original submission missed some relevant references that have been added in the revision. The approach has some limitations, highlighted by the reviewers:
* it requires to solve a binary optimisation problem whose complexity scales exponentially with the size of the dataset; although the greedy procedure proposed by the authors seems to work fine on the examples shown, the approach may not be applicable to larger datasets
* it requires to store all the data
* it requires the traceability of the marginal likelihood

Despite these limitations, there was a general agreement that this paper offers a novel and useful contribution, and I recommend acceptance. 

As noted by reviewer o4TK, I also think that the title is not very accurate. Bayesian methods naturally allow recursive updates of one's beliefs, and therefore have ""memory"". Maybe change the title for ""Bayes with augmented selective/adaptive memory""?","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers noted some concerns about generalization of the approach to different datasets, although some concerns were raised regarding generalization were noted. The paper is well written, the approach is novel and its usefulness demonstrated on a number of different experiments."
"Multiple reviewers point out the interesting improvement to mix attention maps at different layers via convolution based prediction modules. This module is sufficient to show improvements only on encoder side while comparing to concurrent work Synthesizer.
However, the novelty of the work is limited as compared to other papers and the results though improved did not convince the reviewers fully to gain a strong accept.
","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"The paper presents an extension of the RMLMapper tool to cover Excel features. The three reviewers agreed that the contribution is relevant to the workshop and presents a solid work. Please take into account the comments provided to include them in the camera-ready paper, try to be clear if the work presents a demo or a short research paper.

The recommendation is to accept.","Your task is to generate summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers agreed that the contribution is relevant to the workshop and presents a solid work."
"This is an interesting contribution to the Boltzmann machine (BM) literature that makes a nice connection to DEQ models. On a positive note, reviewers found that it was well-written, clear, and interesting. Unfortunately, there were significant concerns with the manuscript that were not fully addressed in the revision: inappropriate or incomplete baselines, insufficient credit given to previous works, and the fact that this model is limited as compared to its BM relatives.

I would recommend that the authors take into account the reviewers' feedback in a revision of the work.","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers found that the paper was well-written, clear, and interesting. However, there were significant concerns with the manuscript that were not fully addressed in the revision."
"The paper introduces a new approach for generative modeling: a diffusion process is run until it first hits a target set, and then outputs the first point that is hit. 

Three reviewers generally praised the originality, technical quality, and empirical results of the paper. They found the idea very interesting and novel, and technically sound. The numerical results were judged to be compelling and fair. One concern was clarity of exposition. There seemed to be two issues: (1) there were more typos and rough edges than expected, (2) more significantly, there was some difficulty in following all details of the main method given the notational complexity and significant amount of mathematical background on diffusion processes. Reviewer FUwB gave a number of concrete suggestions for improvement.

Reviewer wpmu had a negative overall opinion and critiqued the originality, quality, and clarity. On these issues: (1) the quality concern was based on a misunderstanding that was later resolved, (2) the originality concern does not seem justified to the meta-reviewer (it is based on a shared technical tool with a not-yet-published paper), and (3) the clarity concern is similar to those raised by other reviewers (especially FUwB). Overall, the meta-reviewer does not feel that the low score (3 = “reject”) was fully justified. 

In summary, overall reviewers found the paper sound and novel, with the main area for improvement being clarity of exposition about diffusion processes; one reviewer considered originality a weakness, but the meta-reviewer did not find this position well justified. 
","The paper introduces a novel neural network training approach, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."" Overall, reviewers generally praised the originality, technical quality, and empirical results of the paper. They found the idea very interesting and novel, and technically sound, and the numerical results were judged to be compelling and fair."
"This paper presents a method for preventing slips in point-to-point motions while grasping an object using LSTM-based models for detecting and predicting slips. This approach is effective when contact force cannot be increased. Reactive and proactive controllers are presented, and the latter demonstrated better performance. 

The paper proposes an interesting approach to slip prevention especially useful for handling delicate objects. The authors successfully addressed most of the concerns raised by the reviewers, while expanding the dataset and examples will be addressed in a future journal paper. Nevertheless, the paper will make a valuable contribution to the conference.","This paper presents a method for preventing slips in point-to-point motions while grasping an object using LSTM-based models for detecting and predicting slips. This approach is effective when contact force cannot be increased. Reactive controllers are presented, and the latter demonstrated better performance. The authors successfully addressed most of the concerns raised by the reviewers, while expanding the dataset and examples will be addressed in a future paper."
"This paper introduces AlignKGC, a neural model that performs entity alignment (EA), relation alignment (RA), and knowledge graph completion (KGC) on multilingual knowledge graphs. The model jointly optimizes for the linear combination of losses for all 3 tasks. The authors present a convincing set of experiments to show that each of these tasks helps the other two. The paper is well written and demonstrates strong empirical results on DBLP5L containing 5 languages on all 3 tasks. Results are reproducible as both the code and data are made public. No major concerns after the author's response.","This paper proposes a novel neural network training approach, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The authors present strong empirical results on DBLP5L containing 5 languages on all 3 tasks. The results are reproducible as both the code and data are made public."
"In this paper, the authors show the effect of RNI on the expressive power of GNN for the first time, where the RNI was initially proposed in Sato et al. 2020. Overall, I like the idea of random node initialization because it is simple, effective, and theoretically well-founded. The key concern was that the novelty over the Sato's paper and the reviewers were still not convinced by the response. Therefore, the paper is still below the acceptance threshold.  I strongly encourage authors to revise the paper based on the reviewer's comments and resubmit it to a future venue. 
","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."" The authors show the effect of RNI on the expressive power of GNN for the first time, where the RNI was initially proposed in Sato et al. 2020."
"This paper has received three positive reviews. In general, the reviewers have commented on the importance of the question related to how much selectivity is needed from units of a neural network for good classification -- from both the neuroscience and ML perspectives. The reviewers also commented on the thoroughness of the experiments and the general readability of the paper. This paper should be accepted if possible.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers commented on the importance of the question related to how much selectivity is needed from units of a neural network for good classification."
"This paper describes a new batching strategy for more efficient training of deep neural nets. The idea stems from the observation that some operations can only be batched more efficiently in the backward, suggesting that batching should be different between forward and backward. The results show that the proposed method improves upon existing batch strategies across three tasks. The reviewers find the work novel, but note that it does not properly address the trade-offs made by the technique - such as memory consumption. They also argue that the writing should be improved before acceptance at ICLR.","Your task is to generate summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. However, some concerns were raised regarding generalization of the approach to different datasets. Overall, the paper received a positive recommendation with minor revisions."
"This paper proposes a few-shot learning method that learns task-adaptive semantic features that can incorporate for both of the support and query sets. Two approaches for modality combination are developed. The additional experiments in the author response addressed some concerns of the reviewers. However, the technical novelty of the proposed method is high enough since the proposed method uses existing techniques.","This paper proposes a novel neural network training approach, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. However, some concerns about generalization were raised regarding the generalization of the approach to different datasets. Overall, the paper received a positive recommendation with minor revisions."
"All reviewers recommend rejection due to limited novelty and insufficient experimental analysis. The author’s response has addressed several other questions raised by the reviewers, but it was not sufficient to eliminate the main concerns about novelty (as the method is a combination of existing techniques) and missing comparisons to justify the effectiveness of the proposed approach.","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. All reviewers recommend rejection due to limited novelty and insufficient experimental analysis."
"This paper relates the problem of influence maximization and adversarial attacks on GCNs. 
The paper, and its formulation and assumptions stirred up quite a discussion among the reviewers and the authors. I do appreciate the thorough rebuttal that the authors provided, and the reviewers did take it into account (and revised their scores). 
However, all in all, I am afraid that there are just a few too many concerns with this paper. 
If the authors take the reviews to heart, they should be able to improve the manuscript and submit a stronger and improved version to the next conference. ","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"After reading the reviews and feedbacks, I lean towards acceptance. A majority of reviewers gave a positive score after the rebuttal period and some concern were answered in the authors response. Specifically authors have shown that the recent baselines they use outperform other baselines and therefore those do not need to be added in the paper, they have also clarified some proofs and some notations. Overall, the reviewers found the method presented interesting, the paper well written and appreciated the comparison to other methods of the literature. Finally, experiments shows interesting results on large scale domains which is a sign that the proposed method could scale up.","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. However, some concerns about generalization were raised regarding the generalization of the approach to different datasets. Overall, the paper received a positive recommendation with minor revisions."""
"This paper investigates the role of representation learning when the distribution over the feature space has a long tail. The main motivation is to determine how much of the overall learning, in this case, is bottlenecked specifically by representation learning. The main findings are that vanilla learning gives brittle long-tailed representations, harming overall performance. The paper suggests a form of data augmentation to remedy this. Reviewers acknowledge that this investigation is worthwhile. However, many concerns were raised as to whether experiments support the drawn conclusions. A more principled approach to the data augmentation methodology is also needed. The authors address some of these, providing further experiments, but these were not enough to sway reviewers. Since results are fundamentally empirical in nature, this shortcoming indicates that the paper is not ready to share with the community just yet. Stronger experiments with clearer evidence are needed to fully support the thesis of the work.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."" The main motivation is to determine how much of the overall learning is bottlenecked specifically by representation learning. The main findings are that vanilla learning gives brittle long-tailed representations, harming overall performance."
"*Summary:* Study isolated orientations of weights for networks with small initialization depending on multiplicity of activation functions. 

*Strengths:* 
- Interesting analysis of properties in early stages depending on activations. 

*Weaknesses:* 
- Reviewers found the settings limited. 
- Reviewers found experiments limited.  

*Discussion:*

In response to ejGJ authors reiterate scope of covered cases and submit to consideration that their experiments should be adequate for basic research. Reviewer acknowledges the response, but maintains their assessment (limited scope of theory, limited experiments). KucV found the experimental part limited in scope, the settings unclear (notion of early stage, compatibility with theory), and review of previous works lacking. KucV’s sincerely acknowledged authors for their efforts to address their comments and improving the manuscript, and raised their score, but maintained the experimental analysis is not fully convincing and unclear, and the comparison with prior work insufficient. zuZq also expressed concerns with the experiments and the notions and settings under consideration. They also raised questions about the comparison with standard initialization. Authors made efforts to address zuZq concerns. zuZq acknowledged this but maintained initial position that the article is just marginally above threshold. jDJ5 found the paper well written and the conclusion insightful. However, also raised concerns about the experiments the settings under consideration. Authors made efforts to address jDJ5’s concerns, who appreciated this but was not convinced to raise their score. 

*Conclusion:*  
Two reviewers consider this article marginally above and two more marginally below the acceptance threshold. I find the article draws an interesting connection pertaining an interesting topic. However, the reviews and discussion conclude that the article lacks in several regards that in my view still could and should be improved. Therefore I am recommending reject at this time. I encourage the authors to revise and resubmit.","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of each review. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."""
"The paper is interesting, and its focus is timely and important, given the continuing rapid rise of transformers (and their dependence of tokenization of images). All three reviewers recommend acceptance, to varying degree. The paper will be a valuable contribution to the program at ICLR.","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. All three reviewers recommend acceptance, to varying degree. The paper will be a valuable contribution to the program at ICLR."
"All reviewers agree that this is a reasonable contribution but that it is also extremely limited in scope. The authors suggest in one of their response that their technique could apply to ""any data mixing method with “batched k-sum” structure"". Such a larger level of generality might make the paper more interesting, but at the moment it is an extremely niche result.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. All reviewers agree that this is a reasonable contribution but that it is also extremely limited in scope. The authors suggest that their technique could apply to ""any data mixing method with ""batched k-sum"" structure."
"This paper looks at chaos in learning in games, extending a line of work in two players zero-sum games (that I found quite restrictive in the past). It somehow reduces the class of more general games to zero-sum and cooperative games (this decomposition is already known) so that the techniques can be transposed here.

The paper is interesting, yet sometimes difficult to follow, and I am not certain that it gives many new insights. 

Nonetheless, we believe its quality justify acceptance.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The paper is interesting, yet sometimes difficult to follow, and I am not certain that its quality justify acceptance."
"The reviewers found the ideas presented in the paper interesting -- the use of mutual information to train memory for a model, and the clear presentation. Some questions were raised about demonstrating on a more elaborate set up such as NLP tasks -- the main experiments aside from the toy experiments of copy, etc algorithmic tasks, seem to be on RL experiments, but the method has been advertised more broadly in the motivation. Another reviewer raised the question of the complexity of training multiple networks. Nevertheless, the reviewers found the paper interesting enough to recommend a weak accept and I support that recommendation.

From a reviewers lens, I was a little surprised that the paper made no mention of prior works on maximizing mutual information between features of neural networks to improve results. As an example, see the following paper [1] that uses a mutual information regularizer between states at different steps of a recurrent neural networks. There is also a rich literature of doing so for convolutional neural networks. It would have made sense to compare how the idea in the paper performed in comparison to these methods (and in a sense the ablation study which looked at randomly choosing time steps, k, (regardless of the uncertainty estimator) is an experiment in this direction). I understand that part of the paper deals with the choice of time points to increase mutual information between, and so its probably more efficient than the other alternatives, but a comparison (or discussion in related works) would have made the paper stronger.

[1] Better Long-Range DependencyBy Bootstrapping A Mutual Information Regularizer. https://arxiv.org/pdf/1905.11978v1.pdf","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers were surprised that the paper made no mention of prior works on maximizing mutual information between features of neural networks to improve results."
